hom_2_9	rescue%1:04:00::	economy%1:04:00::
hom_1936_12	key%1:15:00::	cardinal%5:00:00:important:00
hom_1940_14	spin%2:32:00::	spin%1:04:03::
hom_1941_9	reaction%1:04:00::	chemical_reaction%1:22:00::
hom_1942_9	wind_instrument%1:06:00::	weave%2:38:00::
hom_1943_4	flat%5:00:00:unerect:00	flat%5:00:00:even:01
hom_1944_11	detect%2:39:00::	find%2:31:10::
hom_1945_10	stand%2:42:00::	standing%1:26:00::
hom_1946_19	derivative%1:10:00::	derivative%5:00:00:derived:00
hom_1947_15	incense%1:27:00::	infuriate%2:37:00::
hom_1948_11	fire%1:22:00::	flare%2:43:01::
hom_1951_16	count%2:42:04::	count%1:04:00::
hom_1952_17	quad%1:06:01::	space%1:25:00::
hom_1954_22	determine%2:32:01::	see%1:15:00::
hom_1955_16	cinch%1:04:01::	breeze%1:19:00::
hom_1957_11	address%1:10:04::	address%1:10:00::
hom_1958_9	rifle%1:06:00::	plunder%2:40:00::
hom_1960_6	wrench%1:26:00::	bend%1:25:02::
hom_1963_10	react%2:30:00::	react%2:31:00::
hom_1964_8	flat%3:00:00::	flat%5:00:00:even:01
hom_1965_20	report%2:32:13::	cover%2:32:01::
hom_1968_14	end_run%1:04:00::	brush%2:38:00::
hom_1969_10	pull%1:04:00::	pull%1:19:00::
hom_1970_5	control_panel%1:06:00::	board%1:27:00::
hom_1971_9	wrap%1:13:00::	wrap%2:35:00::
hom_1972_13	distributor_point%1:06:00::	point%1:09:00::
hom_1977_10	exhaust%1:06:00::	exhaust%2:29:02::
hom_1979_8	bye%1:10:01::	happen%2:30:00::
hom_1980_8	attractive%3:00:02::	attractive%5:00:00:appealing:00
hom_1982_12	prime%1:28:01::	premier%5:00:02:first:00
hom_1983_14	under%5:00:00:subordinate:01	under%4:02:05::
hom_1985_5	body%1:08:02::	body%1:08:00::
hom_1987_9	mug%1:23:00::	mug%2:40:00::
hom_1988_14	plaster_of_paris%1:27:00::	plaster%2:35:01::
hom_1990_3	complain%2:32:00::	kick%2:38:00::
hom_1991_16	indicate%2:32:03::	point%1:09:00::
hom_1992_5	web%1:17:00::	network%1:14:00::
hom_1994_11	turn%1:04:01::	act%1:10:02::
hom_1995_7	hound%1:05:00::	hound%2:38:00::
hom_1996_6	ignite%2:43:00::	erupt%2:43:00::
hom_1999_7	beat%1:04:00::	beat%2:33:00::
hom_2002_5	number%1:07:00::	number%1:23:00::
hom_2004_10	movement%1:11:00::	motion%1:04:00::
hom_2005_7	washout%1:22:00::	wash%2:35:02::
hom_2010_11	crusade%2:41:10::	shake%2:38:00::
hom_2011_15	nail%1:06:00::	collar%2:35:00::
hom_2015_8	sound%3:00:01::	sound%2:39:06::
hom_2016_10	batch%1:23:00::	mint%1:20:00::
hom_2017_11	cabinet%1:14:00::	cabinet%1:06:00::
hom_2018_16	scat%2:38:00::	bunk%1:06:03::
hom_2019_13	shoot%2:43:00::	shoot%2:33:01::
hom_2021_3	electrify%2:37:00::	electrify%2:30:01::
hom_2023_18	cut%2:35:05::	reduce%2:30:00::
hom_2025_11	scoop%1:23:00::	scoop%1:25:00::
hom_2028_6	cloud%1:19:01::	obscure%2:39:00::
hom_2029_15	milk%1:13:01::	milk%2:30:00::
hom_2030_9	figure%1:10:00::	number%1:07:00::
hom_2032_14	dead%1:28:00::	all_in%5:00:00:tired:00
hom_2033_22	scotch%1:13:00::	thwart%2:41:00::
hom_2034_12	foot%1:18:00::	foot%1:08:01::
hom_2036_14	cut%1:13:00::	cut%1:26:00::
hom_2037_6	immerse%2:35:00::	immerse%2:35:01::
hom_2038_2	stand%1:04:01::	stand%2:35:00::
hom_2044_7	suit%1:06:01::	lawsuit%1:04:00::
hom_2045_4	violin%1:06:00::	fiddle%2:41:00::
hom_2048_16	flower%1:20:02::	bloom%2:30:00::
hom_2050_13	tax%1:21:00::	tax%2:40:00::
hom_2051_12	emotional_state%1:26:00::	spirit%1:26:00::
hom_2052_8	deed%1:10:00::	act%1:03:00::
hom_2055_9	spotlight%1:06:00::	descry%2:39:00::
hom_2057_19	stall%1:11:00::	procrastinate%2:42:00::
hom_2058_11	elate%2:37:00::	intoxicate%2:34:00::
hom_2060_17	policy%1:10:00::	policy%1:09:00::
hom_2061_17	sheet%1:06:03::	plane%1:25:00::
hom_2062_8	break%2:42:05::	unwrap%2:32:00::
hom_2065_10	bluster%2:43:00::	boast%2:32:00::
hom_2066_13	momentum%1:07:00::	momentum%1:07:01::
hom_2069_12	quiver%2:38:00::	vibration%1:04:00::
hom_2071_13	hit%1:04:03::	reach%2:38:01::
hom_2072_9	fishy%3:01:00::	fishy%5:00:00:questionable:00
hom_2073_21	round%1:10:00::	round%2:38:00::
hom_2076_12	stroke%1:04:00::	throw%1:11:00::
hom_2079_8	bluff%1:04:00::	bluff%2:33:00::
hom_2081_14	spot%1:06:02::	topographic_point%1:15:00::
hom_2083_11	inflation%1:11:00::	ostentation%1:07:01::
hom_2084_6	smelt%1:13:00::	smell%2:39:01::
hom_2087_10	electric_resistance%1:19:00::	resistance%1:04:02::
hom_2088_18	short%5:00:00:breakable:00	short%3:00:02::
hom_2089_15	trunk%1:20:00::	torso%1:08:00::
hom_2092_3	jump%2:38:00::	startle%2:38:00::
hom_2093_9	run%1:28:00::	run%2:38:00::
hom_2096_18	reception%1:14:00::	reception%1:10:01::
hom_2099_9	marble%1:27:00::	marble%1:06:00::
hom_2102_5	denomination%1:14:00::	appellation%1:10:00::
hom_2103_14	rule%1:06:00::	ruler%1:18:00::
hom_2104_9	erase%2:35:00::	erase%2:30:00::
hom_2106_8	pine%1:20:02::	ache%2:37:06::
hom_2107_11	needle%1:06:00::	needle%2:32:00::
hom_2108_9	bluing%1:27:00::	blue%5:00:00:chromatic:00
hom_2111_15	lot%1:18:00::	batch%1:23:00::
hom_2114_17	mull%2:39:00::	chew_over%2:31:00::
hom_2116_19	jog%1:25:00::	trot%2:38:00::
hom_2117_7	hang%1:04:00::	hang%2:35:03::
hom_2119_7	play%1:10:01::	play%1:10:03::
hom_2120_18	change%2:30:00::	change%1:11:00::
hom_2122_7	check%2:32:07::	see%2:31:03::
hom_2124_13	expression%1:07:00::	look%2:39:01::
hom_2125_13	pin%1:06:07::	pin%1:06:01::
hom_2126_13	scale%1:17:00::	scale%1:24:03::
hom_2129_14	red%1:07:00::	red%1:17:00::
hom_2133_10	weight%1:06:01::	weight%1:07:00::
hom_2135_12	etymon%1:10:00::	settle%2:30:02::
hom_2136_19	hart%1:05:00::	spy%2:32:01::
hom_2138_13	tick%1:05:00::	tick%1:11:00::
hom_2141_10	accounting%1:21:01::	accounting%1:10:00::
hom_2142_7	gear%1:06:00::	gear%2:30:00::
hom_2144_8	load%1:23:00::	load%2:35:01::
hom_2147_4	wire%1:06:00::	cable%2:32:00::
hom_2152_11	trickle%2:38:00::	drivel%2:29:00::
hom_2155_10	class%1:14:03::	course%1:04:01::
hom_2157_6	attend%2:41:12::	see%2:39:00::
hom_2158_11	degree%1:23:00::	degree%1:07:00::
hom_2159_19	pick%1:06:00::	blame%2:32:01::
hom_2160_13	beat%1:04:00::	beat%2:33:00::
hom_2161_10	part%1:09:02::	part%1:24:00::
hom_2163_14	underground%1:14:00::	metro%1:06:00::
hom_2166_9	cement%1:27:00::	cement%1:27:03::
hom_2170_11	rock%1:27:00::	rock%2:38:00::
hom_2173_12	goal%1:09:00::	finish%1:15:00::
hom_2175_11	wavelength%1:07:00::	wavelength%1:09:00::
hom_2176_10	brace%2:35:01::	stimulate%2:29:00::
hom_2177_4	distributor_point%1:06:00::	point%1:09:00::
hom_2179_10	screw%1:06:01::	sleep_together%2:35:00::
hom_2180_12	goal%1:09:00::	finish%1:15:00::
hom_2181_18	catch%2:31:01::	apprehension%1:04:00::
hom_2183_10	grape%1:20:00::	grapevine%1:10:00::
hom_2186_16	pan%2:32:00::	methamphetamine%1:06:00::
hom_2187_4	step%1:06:00::	measure%1:04:01::
hom_2192_11	shock_absorber%1:06:00::	cushion%1:06:00::
hom_2202_11	fire%1:22:00::	open_fire%2:33:00::
hom_2204_8	plaster_of_paris%1:27:00::	plaster%2:35:01::
hom_2208_10	cling%2:35:00::	stay%2:38:00::
hom_2209_3	buoyant%5:00:00:light:01	buoyant%5:00:00:cheerful:00
hom_2210_12	takeoff%1:04:00::	parody%1:10:00::
hom_2212_22	well%1:06:01::	well%4:02:00::
hom_2214_4	spring%1:06:00::	spring%1:28:00::
hom_2216_6	turn%1:04:01::	act%1:10:02::
hom_2217_15	venture%1:04:00::	guess%2:32:00::
hom_2220_3	spirit%1:26:00::	find%2:31:10::
hom_2222_4	shot%1:06:03::	shooting%1:04:00::
hom_2227_9	crochet%2:36:00::	pilfer%2:40:00::
hom_2228_19	bank%1:17:02::	bank%1:17:01::
hom_2229_5	credit%1:04:00::	citation%1:10:01::
hom_2231_12	side%1:10:00::	position%1:09:00::
hom_2233_6	fall%2:38:03::	fall%1:28:00::
hom_2235_13	bounce%2:38:00::	bounce%2:35:03::
hom_2236_3	step%1:06:00::	measure%1:04:01::
hom_2237_11	instrumental%3:01:00::	implemental%5:00:00:helpful:00
hom_2238_9	legend%1:10:01::	caption%1:10:00::
hom_2239_9	high_gear%1:06:00::	eminent%5:00:00:superior:01
hom_2240_20	chew%1:04:00::	chew%2:34:00::
hom_2241_12	time%2:30:06::	time%1:11:00::
hom_2242_8	academic_degree%1:10:00::	degree%1:07:00::
hom_2244_9	waste%1:04:00::	neutralize%2:35:00::
hom_2245_10	battery%1:14:02::	battery%1:06:00::
hom_2248_8	playing_period%1:28:00::	play%2:41:12::
hom_2249_13	bright%5:00:00:polished:00	bright%5:00:00:colorful:00
hom_2250_8	square%1:18:01::	lame%1:06:00::
