hom_3_7	sting%1:26:01::	sting%2:35:01::
hom_1759_13	core%1:06:00::	core%1:06:02::
hom_1760_8	love%2:35:00::	loved%3:00:00::
hom_1761_5	bar%1:06:06::	bar%1:06:01::
hom_1763_16	puzzle%2:37:03::	puzzle%1:06:00::
hom_1764_17	weight%1:06:01::	weight%1:23:00::
hom_1766_9	blaze%1:04:00::	blaze%1:11:00::
hom_1767_11	change%2:30:05::	change%2:38:00::
hom_1768_8	dispense%2:40:00::	dispense%2:41:00::
hom_1770_10	hacker%1:18:03::	hacker%1:18:01::
hom_1771_10	ribbing%1:04:00::	rib%2:32:00::
hom_1773_13	star%1:18:00::	star%1:17:00::
hom_1775_10	fault%1:04:01::	fault%1:17:00::
hom_1778_13	hang%2:36:00::	hang%2:38:03::
hom_1780_9	pile%1:06:02::	pile%1:23:00::
hom_1782_16	follow%2:41:01::	follow%2:31:00::
hom_1783_9	draw%2:38:11::	draw%2:33:00::
hom_1785_5	stick%2:35:08::	stick%2:32:00::
hom_1786_13	pick%2:34:00::	pick%2:35:02::
hom_1787_9	step%1:10:00::	step%2:30:01::
hom_1790_10	beat%1:10:02::	beat%2:35:12::
hom_1791_7	flop%1:04:00::	flop%4:02:01::
hom_1792_24	strike%2:32:00::	strike%2:30:00::
hom_1794_9	shorten%2:30:01::	shortening%1:04:00::
hom_1795_17	croak%1:10:00::	croak%2:32:00::
hom_1796_9	grave%1:06:00::	grave%2:35:00::
hom_1797_15	fudge%2:32:00::	fudge%2:41:00::
hom_1798_5	compose%2:37:00::	compose%2:36:01::
hom_1799_8	volume%1:07:03::	volume%1:07:02::
hom_1801_7	chop%1:19:00::	chop%2:35:03::
hom_1803_15	drop%2:30:02::	drop%2:38:05::
hom_1804_14	saw%1:10:00::	saw%2:35:00::
hom_1805_15	unwind%2:29:01::	unwind%2:29:00::
hom_1806_12	hit%2:35:05::	hit%2:33:02::
hom_1807_10	streak%1:07:00::	streak%2:38:01::
hom_1808_9	part%2:38:02::	part%2:41:00::
hom_1809_6	crude%1:27:00::	crude%5:00:00:early:02
hom_1813_12	draft%1:07:00::	draft%2:36:00::
hom_1815_17	pinch%1:26:00::	pinch%1:04:01::
hom_1820_13	kickoff%1:04:00::	kickoff%1:11:00::
hom_1821_10	fire%1:22:00::	fire%1:27:01::
hom_1822_17	concentration%1:04:01::	concentration%1:04:02::
hom_1823_9	drive%2:35:00::	drive%2:38:02::
hom_1824_11	novel%1:06:00::	novel%1:10:00::
hom_1825_2	huddle%1:10:00::	huddle%2:38:01::
hom_1826_12	pit%2:33:00::	pit%1:09:00::
hom_1831_8	wash%1:22:00::	wash%2:29:02::
hom_1832_9	heart%1:09:01::	heart%1:06:00::
hom_1833_10	sage%5:00:00:chromatic:00	sage%1:20:00::
hom_1834_5	dead%5:00:00:inactive:03	dead%5:00:00:uncharged:00
hom_1835_8	sweep%2:42:00::	sweeping%1:04:00::
hom_1836_11	tidy%2:30:00::	tidy%1:06:00::
hom_1837_15	shot%1:04:06::	shot%5:00:00:colorful:00
hom_1838_17	delicious%1:13:00::	delicious%5:00:00:pleasing:00
hom_1840_16	tied%5:00:00:bound:01	tied%5:00:00:united:00
hom_1843_12	occur%2:31:00::	come%2:30:03::
hom_1844_9	fault%1:04:01::	fault%1:07:01::
hom_1848_13	picture%1:06:02::	picture%2:36:01::
hom_1849_7	blow%2:40:02::	blow%2:39:00::
hom_1851_9	croak%2:30:00::	croak%1:10:00::
hom_1852_9	snap%2:32:01::	snap%2:37:00::
hom_1853_13	dive%2:38:01::	dive%1:06:01::
hom_1854_3	pass%2:40:01::	pass%2:42:08::
hom_1855_4	repress%2:31:00::	repress%2:35:00::
hom_1856_7	dictate%2:31:00::	dictate%2:32:00::
hom_1858_7	beat%1:10:02::	beat%2:33:00::
hom_1860_11	pull%1:04:01::	pull%2:38:00::
hom_1862_20	service%1:04:04::	service%1:14:05::
hom_1863_8	score%2:33:01::	score%1:09:00::
hom_1866_9	blow%1:19:00::	blow%1:11:02::
hom_1870_11	backed%3:00:00::	back%2:41:01::
hom_1871_13	fledgling%5:00:00:fledged:00	fledgling%1:05:00::
hom_1872_9	joint%2:35:01::	joint%1:08:00::
hom_1873_24	cell%1:03:00::	cell%1:06:04::
hom_1875_13	point%1:10:04::	point%2:33:10::
hom_1877_14	earned_run_average%1:10:00::	era%1:10:00::
hom_1878_16	shock%2:29:00::	shock%2:29:01::
hom_1880_10	hole%1:08:00::	hole%1:06:01::
hom_1883_13	bill%1:21:00::	bill%1:10:02::
hom_1884_19	drag%2:35:02::	drag%2:34:00::
hom_1885_13	block%2:33:00::	block%1:25:01::
hom_1886_13	fan%1:18:01::	fan%2:35:00::
hom_1887_10	mothball%2:40:00::	mothball%2:40:00::
hom_1888_13	mug%2:40:00::	mug%2:40:00::
hom_1891_9	magnetic%3:00:01::	magnetic%5:00:00:attractive:01
hom_1892_8	nucleus%1:17:01::	nucleus%1:08:01::
hom_1894_17	shock%2:37:01::	shocking%5:00:00:sensational:00
hom_1905_14	conviction%1:04:00::	conviction%1:09:00::
hom_1906_8	keel%1:06:00::	keel%2:38:00::
hom_1907_14	travel%2:38:00::	die%2:30:00::
hom_1913_13	form%2:36:00::	form%1:26:00::
hom_1915_6	growing%1:22:01::	growing%3:01:00::
hom_1917_11	hang%2:38:03::	hang%2:30:00::
hom_1918_17	manual%1:04:00::	manual%3:00:00::
hom_1921_24	stuff%2:38:00::	stuff%2:30:12::
hom_1922_9	press%2:35:06::	press%2:42:01::
hom_1923_13	fit%2:30:02::	fit%5:00:00:ready:00
hom_1924_19	cut%2:38:01::	cut%2:38:08::
hom_1925_12	ring%2:35:03::	ring%2:39:01::
hom_1926_8	speaker%1:06:00::	speaker%1:18:01::
hom_1927_11	peak%1:15:00::	peak%2:38:00::
hom_1928_3	fall%2:42:03::	fall%2:38:00::
hom_1929_12	rolling%1:04:00::	roll%2:38:01::
hom_1930_3	waste%2:40:00::	blow%2:40:02::
hom_1932_14	step%1:10:00::	step%2:38:01::
hom_1933_9	offensive%3:00:05::	offensive%3:00:01::
hom_1934_16	suck%1:04:00::	suck%2:39:00::
hom_1936_12	key%2:40:00::	key%1:06:02::
hom_1938_5	touch%1:10:00::	touch%2:31:00::
hom_1940_14	spin%2:32:00::	spin%1:04:03::
hom_1941_9	reaction%1:04:01::	reaction%1:09:00::
hom_1942_9	wound%5:00:00:coiled:00	wound%1:12:00::
hom_1943_4	flat%3:00:00::	flat%1:06:03::
hom_1944_11	find%2:30:00::	find%2:30:13::
hom_1945_10	stand%2:42:00::	stand%2:42:02::
hom_1947_15	incense%2:37:01::	incensed%5:00:00:angry:00
hom_1948_11	flaming%1:22:00::	flaming%5:00:00:hot:02
hom_1951_16	count%2:42:00::	count%1:18:00::
hom_1952_17	space%2:38:00::	space%1:15:01::
hom_1954_22	see%2:36:00::	see%2:41:00::
hom_1955_16	breeze%1:19:00::	breeze%1:04:00::
hom_1957_11	address%2:32:04::	address%2:30:00::
hom_1958_9	rifle%1:06:00::	rifle%2:35:13::
hom_1960_6	twist%2:32:00::	twist%2:38:01::
hom_1963_10	react%2:30:00::	react%2:31:00::
hom_1964_8	flat%1:06:03::	flat%5:00:00:multidimensional:00
hom_1965_20	cover%2:42:02::	cover%2:32:02::
hom_1968_14	swept%3:00:00::	swept%3:00:00::
hom_1969_10	pull%2:38:13::	pull%2:30:11::
hom_1970_5	board%2:42:00::	board%2:34:00::
hom_1971_9	wrapped%3:00:00::	wrap%2:35:03::
hom_1972_13	point%2:33:10::	point%2:32:11::
hom_1976_14	litter%2:29:00::	litter%2:35:00::
hom_1977_10	exhaust%2:40:00::	exhaust%2:34:00::
hom_1979_8	pass%1:04:02::	pass%2:30:11::
hom_1980_8	attractive%3:00:02::	attractive%5:00:00:appealing:00
hom_1982_12	prime%2:30:00::	prime%2:30:01::
hom_1983_14	under%5:00:00:subordinate:01	under%4:02:04::
hom_1985_5	body%1:08:01::	body%1:14:00::
hom_1987_9	mugging%1:04:00::	mug%2:40:00::
hom_1988_14	plastered%5:00:00:covered:00	plastered%5:00:00:groomed:00
hom_1990_3	kick%2:33:05::	kick%2:35:08::
hom_1991_16	point%2:33:10::	point%1:10:02::
hom_1992_5	web%1:06:02::	web%1:17:00::
hom_1994_11	turn%2:38:14::	turn%1:28:00::
hom_1995_7	hound%2:38:00::	hound%2:38:00::
hom_1996_6	ignite%2:37:00::	ignite%2:43:00::
hom_1999_7	beat%1:10:02::	beat%2:35:12::
hom_2002_5	number%1:10:05::	number%2:42:00::
hom_2004_10	motion%1:11:00::	motion%1:10:00::
hom_2005_7	wash%2:29:02::	wash%2:42:12::
hom_2009_17	plant%2:36:00::	plant%2:35:00::
hom_2010_11	agitating%5:00:00:provocative:00	agitating%5:00:00:provocative:00
hom_2015_8	sound%5:00:00:deep:02	sound%1:10:01::
hom_2016_10	mint%1:23:00::	mint%2:36:00::
hom_2017_11	cabinet%1:14:00::	cabinet%1:06:01::
hom_2018_16	bunk%1:10:00::	bunk%2:38:00::
hom_2019_13	shot%1:04:06::	shot%1:06:01::
hom_2023_18	cut%3:00:05::	cut%3:00:04::
hom_2025_11	scoop%1:10:00::	scoop%1:06:02::
hom_2028_6	cloud%2:43:00::	cloud%2:39:00::
hom_2029_15	milk%2:30:00::	milk%2:34:00::
hom_2030_9	figure%2:36:00::	figure%1:07:01::
hom_2032_14	dead%5:00:00:insensitive:02	dead%5:00:00:tired:00
hom_2033_22	scotch%2:41:00::	scotch%3:01:00::
hom_2034_12	foot%1:08:01::	foot%1:14:00::
hom_2036_14	cut%2:38:01::	cut%3:00:04::
hom_2037_6	immerse%2:31:00::	immerse%2:35:00::
hom_2039_21	argument%1:10:03::	argument%1:09:00::
hom_2044_7	suit%2:42:02::	suit%1:06:00::
hom_2048_16	blossom%2:30:01::	blossoming%1:22:00::
hom_2050_13	tax%2:32:00::	tax%2:40:01::
hom_2051_12	spirits%1:13:00::	spirit%1:26:01::
hom_2052_8	deed%1:10:00::	deeds%1:04:00::
hom_2053_1	security%1:21:01::	security%1:26:00::
hom_2055_9	spotted%5:00:00:patterned:00	spot%2:30:00::
hom_2057_19	stall%2:38:04::	stall%2:42:00::
hom_2058_11	intoxicating%5:00:00:alcoholic:00	intoxicating%5:00:00:exciting:00
hom_2060_17	policy%1:10:02::	policy%1:10:00::
hom_2061_17	sheet%1:06:02::	sheet%1:10:01::
hom_2062_8	broken%5:00:00:damaged:00	broken%3:00:03::
hom_2064_11	blowout%1:11:00::	blowout%1:11:01::
hom_2065_10	bluster%2:43:00::	bluster%2:29:00::
hom_2066_13	momentum%1:07:01::	momentum%1:07:00::
hom_2069_12	quiver%1:04:00::	quivering%1:04:00::
hom_2071_13	hit%2:38:00::	hit%1:04:03::
hom_2072_9	fishy%3:01:00::	fishy%5:00:00:questionable:00
hom_2073_21	round%2:30:01::	rounded%3:00:00::
hom_2076_12	stroke%1:26:00::	stroke%2:35:00::
hom_2077_14	trifle%1:06:00::	trifle%1:13:00::
hom_2079_8	bluff%2:32:00::	bluff%2:33:00::
hom_2081_14	spot%1:10:02::	spot%1:10:01::
hom_2083_11	inflation%1:11:00::	inflation%1:07:00::
hom_2084_6	smelt%1:13:00::	smelt%2:36:00::
hom_2085_14	transparent%5:00:00:clear:02	transparent%5:00:00:obvious:00
hom_2087_10	resistance%1:07:01::	resistance%1:07:00::
hom_2088_18	short%3:00:01::	short%3:00:00::
hom_2089_15	trunk%1:20:00::	trunk%1:08:00::
hom_2092_3	jump%2:38:07::	jump%2:38:04::
hom_2093_9	run%2:42:05::	run%1:28:00::
hom_2096_18	reception%1:14:00::	reception%1:04:03::
hom_2099_9	marbles%1:04:00::	marble%1:06:00::
hom_2100_12	moonlight%2:41:00::	moonlight%2:41:00::
hom_2102_5	denomination%1:14:01::	denomination%1:14:00::
hom_2103_14	rule%1:06:00::	ruler%1:18:00::
hom_2104_9	erase%2:35:00::	erase%2:32:00::
hom_2106_8	pine%2:37:00::	pine%1:20:00::
hom_2107_11	needle%2:35:00::	needle%2:32:00::
hom_2108_9	blue%1:17:00::	blue%5:00:00:northern:02
hom_2111_15	lot%1:18:00::	lot%1:26:00::
hom_2114_17	mull%2:39:00::	mull%2:31:00::
hom_2116_19	jogging%1:04:00::	jog%2:32:00::
hom_2117_7	hanging%1:04:02::	hang%2:30:00::
hom_2120_18	change%1:21:02::	change%1:11:00::
hom_2122_7	check%1:21:00::	check%2:41:02::
hom_2124_13	look%2:39:01::	look%2:32:00::
hom_2125_13	pin%1:06:00::	pin%1:06:04::
hom_2126_13	scale%1:10:00::	scale%2:30:01::
hom_2129_14	red%5:00:01:chromatic:00	red%1:18:00::
hom_2133_10	weight%1:23:02::	weight%1:07:01::
hom_2135_12	root%2:30:02::	root%2:30:01::
hom_2136_19	stage%2:36:01::	staged%3:00:00::
hom_2138_13	tick%1:05:00::	tick%1:10:00::
hom_2139_11	trailer%1:10:00::	trailer%1:06:00::
hom_2140_17	dirty%2:35:00::	dirty%5:00:00:illegible:00
hom_2141_10	accounting%1:21:01::	accounting%1:10:00::
hom_2142_7	geared%3:00:00::	gear%2:30:00::
hom_2143_1	family%1:14:02::	home_plate%1:06:00::
hom_2144_8	loaded%3:00:00::	loaded%5:00:00:prejudiced:00
hom_2150_1	nibble%2:34:01::	pick%1:06:03::
hom_2152_11	dribbling%1:04:00::	dribbling%1:04:00::
hom_2155_10	class%1:14:02::	class%1:04:00::
hom_2158_11	degree%1:23:03::	degree%1:07:01::
hom_2159_19	pick%1:09:00::	pick%1:04:01::
hom_2160_13	beat%2:35:10::	beat%1:10:00::
hom_2161_10	part%2:35:01::	part%2:38:02::
hom_2163_14	underground%4:02:00::	underground%1:06:00::
hom_2165_11	blow%2:40:02::	blow%1:11:00::
hom_2166_9	cement%1:27:00::	cement%1:08:00::
hom_2169_14	fast%5:00:00:smooth:00	fast%5:00:00:causative:00
hom_2170_11	rock%2:38:06::	rock%2:38:00::
hom_2173_12	goal%1:15:00::	goal%1:09:00::
hom_2175_11	wavelength%1:09:00::	wavelength%1:07:00::
hom_2176_10	brace%1:06:03::	brace%2:37:00::
hom_2178_10	guarantee%2:32:02::	justify%2:32:01::
hom_2179_10	screw%2:35:04::	screw%2:35:02::
hom_2180_12	goal%1:15:00::	goal%1:09:00::
hom_2181_18	catch%1:10:00::	catch%2:39:02::
hom_2183_10	grapevine%1:10:00::	grape%1:20:00::
hom_2185_13	shady%5:00:00:untrustworthy:00	shady%5:00:00:questionable:00
hom_2186_16	trash%2:40:00::	trash%1:06:00::
hom_2187_4	step%2:30:01::	step%2:38:04::
hom_2192_11	cushion%1:06:00::	cushion%1:06:01::
hom_2200_9	carnival%1:04:01::	fairly%4:02:00::
hom_2202_11	fire%2:33:01::	fire%2:37:00::
hom_2204_8	plastered%5:00:00:covered:00	plastered%5:00:00:groomed:00
hom_2208_10	stick%2:35:08::	stick%2:38:00::
hom_2209_3	buoyant%5:00:00:cheerful:00	buoyant%5:00:00:light:01
hom_2210_12	takeoff%1:11:00::	takeoff%1:04:00::
hom_2212_22	well%3:00:01::	well%1:06:00::
hom_2214_4	spring%2:42:00::	spring%1:15:00::
hom_2216_6	turn%2:29:00::	turn%1:04:02::
hom_2217_15	venture%2:41:00::	venture%2:41:01::
hom_2220_3	feel%2:35:01::	feel%1:07:00::
hom_2222_4	shot%1:04:06::	shot%1:06:01::
hom_2227_9	hook%2:35:01::	hooked%5:00:00:curved:00
hom_2228_19	bank%1:17:01::	bank%1:06:01::
hom_2229_5	credit%1:10:00::	credit%1:09:00::
hom_2231_12	position%1:04:04::	position%2:35:00::
hom_2233_6	fall%2:38:01::	fall%2:43:00::
hom_2235_13	bounce%2:38:00::	bounce%2:35:00::
hom_2236_3	step%2:35:00::	step%2:41:01::
hom_2237_11	instrumental%3:01:00::	instrumental%5:00:00:helpful:00
hom_2238_9	legend%1:10:01::	legend%1:10:00::
hom_2239_9	high%3:00:01::	high%5:00:00:intoxicated:00
hom_2241_12	time%1:28:00::	time%2:30:06::
hom_2242_8	degree%1:07:01::	degree%1:23:03::
hom_2244_9	waste%1:04:01::	waste%2:30:02::
hom_2245_10	battery%1:04:00::	battery%1:14:01::
hom_2248_8	play%2:35:00::	play%2:36:01::
hom_2249_13	bright%5:00:00:polished:00	bright%5:00:00:auspicious:00
hom_2250_8	lame%1:18:00::	lame%1:06:00::
